Geneid,Chr,Start,End,Strand,Length,DA778_ASAP31_PD_NP18-117_AMY_0,DA791_ASAP50_ctrl_NP18-159_AMY_0,DA780_ASAP37_PD_NP19-16_AMY_0,DA783_ASAP45_PD_NP19-255_AMY_0,DA793_ASAP53_ctrl_NP19-36_AMY_0,DA811_ASAP18_PD_NP16-140_AMY_0,DA805_ASAP56_ctrl_NP19-37_AMY_0,AA_ASAP110_ctrl_NP16-119_AMY_0,AA_ASAP114_PD_NP21-57_AMY_0,AA_ASAP115_PD_NP21-208_AMY_0,DA474_ASAP24_PD_NP16-25_AMY_0,DA802_ASAP40_PD_NP19-23_AMY_0,AA_ASAP121_PD_NP17-232_AMY_1,AA_ASAP126_PD_NP19-137_AMY_1,AA_ASAP123_ctrl_NP19-218_AMY_1,AA_ASAP128_PD_NP21-04_AMY_1,AA_ASAP124_ctrl_NP22-37_AMY_1,AA_ASAP131_PD_NP23-21_AMY_1,DA778_ASAP31_PD_NP18-117_AMY_1,DA791_ASAP50_ctrl_NP18-159_AMY_1,DA780_ASAP37_PD_NP19-16_AMY_1,DA783_ASAP45_PD_NP19-255_AMY_1,DA793_ASAP53_ctrl_NP19-36_AMY_1,DA811_ASAP18_PD_NP16-140_AMY_1,DA805_ASAP56_ctrl_NP19-37_AMY_1,AA_ASAP110_ctrl_NP16-119_AMY_1,AA_ASAP113_ctrl_NP18-148_AMY_1,AA_ASAP114_PD_NP21-57_AMY_1,AA_ASAP115_PD_NP21-208_AMY_1,AA_ASAP109_PD_NP21-217_AMY_1,AA_ASAP119_PD_NP22-55_AMY_1,DA474_ASAP24_PD_NP16-25_AMY_1,DA512_ASAP60_ctrl_NP19-45_AMY_1,DA802_ASAP40_PD_NP19-23_AMY_1,DA801_ASAP53_ctrl_NP19-36_AMY_1,AA_ASAP112_ctrl_NP16-293_AMY_2,AA_ASAP120_PD_NP16-285_AMY_2,AA_ASAP121_PD_NP17-232_AMY_2,ASAP122_PD_NP19-91_AMY_2,AA_ASAP126_PD_NP19-137_AMY_2,AA_ASAP123_ctrl_NP19-218_AMY_2,AA_ASAP128_PD_NP21-04_AMY_2,AA_ASAP124_ctrl_NP22-37_AMY_2,AA_ASAP131_PD_NP23-21_AMY_2,DA778_ASAP31_PD_NP18-117_AMY_2,DA791_ASAP50_ctrl_NP18-159_AMY_2,DA780_ASAP37_PD_NP19-16_AMY_2,DA783_ASAP45_PD_NP19-255_AMY_2,DA793_ASAP53_ctrl_NP19-36_AMY_2,DA811_ASAP18_PD_NP16-140_AMY_2,DA807_ASAP29_PD_NP17-191_AMY_2,DA814_ASAP35_PD_NP18-304_AMY_2,DA805_ASAP56_ctrl_NP19-37_AMY_2,AA_ASAP110_ctrl_NP16-119_AMY_2,AA_ASAP113_ctrl_NP18-148_AMY_2,AA_ASAP114_PD_NP21-57_AMY_2,AA_ASAP115_PD_NP21-208_AMY_2,AA_ASAP109_PD_NP21-217_AMY_2,AA_ASAP119_PD_NP22-55_AMY_2,DA474_ASAP24_PD_NP16-25_AMY_2,DA512_ASAP60_ctrl_NP19-45_AMY_2,DA802_ASAP40_PD_NP19-23_AMY_2,DA801_ASAP53_ctrl_NP19-36_AMY_2,AA_ASAP111_ctrl_NP16-284_AMY_3,AA_ASAP112_ctrl_NP16-293_AMY_3,AA_ASAP120_PD_NP16-285_AMY_3,AA_ASAP121_PD_NP17-232_AMY_3,ASAP122_PD_NP19-91_AMY_3,AA_ASAP123_ctrl_NP19-218_AMY_3,AA_ASAP128_PD_NP21-04_AMY_3,AA_ASAP124_ctrl_NP22-37_AMY_3,AA_ASAP131_PD_NP23-21_AMY_3,DA778_ASAP31_PD_NP18-117_AMY_3,DA791_ASAP50_ctrl_NP18-159_AMY_3,DA780_ASAP37_PD_NP19-16_AMY_3,DA783_ASAP45_PD_NP19-255_AMY_3,DA793_ASAP53_ctrl_NP19-36_AMY_3,DA811_ASAP18_PD_NP16-140_AMY_3,DA807_ASAP29_PD_NP17-191_AMY_3,DA805_ASAP56_ctrl_NP19-37_AMY_3,AA_ASAP110_ctrl_NP16-119_AMY_3,AA_ASAP113_ctrl_NP18-148_AMY_3,AA_ASAP114_PD_NP21-57_AMY_3,AA_ASAP115_PD_NP21-208_AMY_3,AA_ASAP109_PD_NP21-217_AMY_3,AA_ASAP119_PD_NP22-55_AMY_3,DA474_ASAP24_PD_NP16-25_AMY_3,DA512_ASAP60_ctrl_NP19-45_AMY_3,DA803_ASAP48_ctrl_NP17-256_AMY_3,DA802_ASAP40_PD_NP19-23_AMY_3,DA801_ASAP53_ctrl_NP19-36_AMY_3,AA_ASAP112_ctrl_NP16-293_AMY_4,AA_ASAP126_PD_NP19-137_AMY_4,AA_ASAP123_ctrl_NP19-218_AMY_4,AA_ASAP131_PD_NP23-21_AMY_4,DA778_ASAP31_PD_NP18-117_AMY_4,DA791_ASAP50_ctrl_NP18-159_AMY_4,DA783_ASAP45_PD_NP19-255_AMY_4,DA793_ASAP53_ctrl_NP19-36_AMY_4,DA811_ASAP18_PD_NP16-140_AMY_4,DA807_ASAP29_PD_NP17-191_AMY_4,DA805_ASAP56_ctrl_NP19-37_AMY_4,AA_ASAP110_ctrl_NP16-119_AMY_4,AA_ASAP113_ctrl_NP18-148_AMY_4,AA_ASAP114_PD_NP21-57_AMY_4,AA_ASAP115_PD_NP21-208_AMY_4,AA_ASAP119_PD_NP22-55_AMY_4,DA474_ASAP24_PD_NP16-25_AMY_4,DA512_ASAP60_ctrl_NP19-45_AMY_4,DA802_ASAP40_PD_NP19-23_AMY_4,DA801_ASAP53_ctrl_NP19-36_AMY_4,AA_ASAP112_ctrl_NP16-293_AMY_5,AA_ASAP120_PD_NP16-285_AMY_5,AA_ASAP121_PD_NP17-232_AMY_5,ASAP122_PD_NP19-91_AMY_5,AA_ASAP126_PD_NP19-137_AMY_5,AA_ASAP123_ctrl_NP19-218_AMY_5,AA_ASAP128_PD_NP21-04_AMY_5,AA_ASAP124_ctrl_NP22-37_AMY_5,AA_ASAP131_PD_NP23-21_AMY_5,DA778_ASAP31_PD_NP18-117_AMY_5,DA791_ASAP50_ctrl_NP18-159_AMY_5,DA779_ASAP33_PD_NP18-287_AMY_5,DA780_ASAP37_PD_NP19-16_AMY_5,DA783_ASAP45_PD_NP19-255_AMY_5,DA793_ASAP53_ctrl_NP19-36_AMY_5,DA811_ASAP18_PD_NP16-140_AMY_5,DA807_ASAP29_PD_NP17-191_AMY_5,DA814_ASAP35_PD_NP18-304_AMY_5,DA815_ASAP37_PD_NP19-16_AMY_5,DA805_ASAP56_ctrl_NP19-37_AMY_5,AA_ASAP110_ctrl_NP16-119_AMY_5,AA_ASAP113_ctrl_NP18-148_AMY_5,AA_ASAP114_PD_NP21-57_AMY_5,AA_ASAP115_PD_NP21-208_AMY_5,AA_ASAP109_PD_NP21-217_AMY_5,AA_ASAP119_PD_NP22-55_AMY_5,DA474_ASAP24_PD_NP16-25_AMY_5,DA512_ASAP60_ctrl_NP19-45_AMY_5,DA800_ASAP20_PD_NP16-160_AMY_5,DA803_ASAP48_ctrl_NP17-256_AMY_5,DA802_ASAP40_PD_NP19-23_AMY_5,DA801_ASAP53_ctrl_NP19-36_AMY_5
L1PA2_dup2876,chrX,112718610,112724627,+,6018,0,0,0,0.00315457413249211,0,0,0,0.0021551724137931,0,0.00225733634311512,0,0.0101010101010101,0,0,0,0,0,0,0.00657894736842105,0.00340136054421769,0.00862068965517241,0.0155038759689922,0,0.0151515151515152,0,0,0.0132450331125828,0,0,0,0,0,0,0,0.0119047619047619,0,0,0,0,0,0,0,0.00363636363636364,0,0.0056980056980057,0,0.012987012987013,0,0,0.00970873786407767,0,0,0,0,0.00174825174825175,0,0,0,0,0,0.00256410256410256,0.0303030303030303,0.00518134715025907,0,0,0,0,0,0.00380228136882129,0,0,0,0.0167597765363128,0,0.0126582278481013,0,0,0.0131578947368421,0,0.00600600600600601,0.00754716981132075,0.0125,0,0,0,0,0.0106382978723404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00320512820512821,0,0,0,0,0,0,0,0,0,0,0.00238473767885533,0,0,0,0.00352733686067019,0,0,0,0,0.00842696629213483,0,0.00106609808102345,0,0.00193236714975845,0,0,0,0.0037037037037037,0.00188087774294671,0.00259235255994815,0,0,0.00494437577255871,0.00253378378378378,0,0.00854700854700855,0,0,0
L1PA2_dup2909,chrX,19940254,19946296,-,6043,0.0877659574468085,0.115,0.235294117647059,0.280757097791798,0.21875,0.178571428571429,0.0627118644067797,0.0431034482758621,0.0862068965517241,0.0451467268623025,0.0807799442896936,0.151515151515152,0.0166666666666667,0.00806675938803894,0.0714285714285714,0,0.0537634408602151,0.0697674418604651,0.0855263157894737,0.163265306122449,0.293103448275862,0.232558139534884,0.296551724137931,0.0606060606060606,0.0392156862745098,0.0385487528344671,0.0596026490066225,0.0306122448979592,0.0408921933085502,0.0597014925373134,0.103092783505155,0.0495626822157434,0.0576368876080692,0.11,0.142857142857143,0.0345572354211663,0.0693069306930693,0.0263852242744063,0.0175438596491228,0.00684931506849315,0.0358649789029536,0.02,0.0690909090909091,0.024390243902439,0.111111111111111,0.173913043478261,0.012987012987013,0.0427807486631016,0.101851851851852,0.029126213592233,0.0323886639676113,0.142857142857143,0.0422535211267606,0.0528401585204756,0.0611888111888112,0.0458167330677291,0.022508038585209,0.0529411764705882,0.0184049079754601,0.0412371134020619,0.0230769230769231,0.0606060606060606,0.0621761658031088,0.0261437908496732,0.0129032258064516,0.0185185185185185,0.0170454545454545,0.0227272727272727,0.0418250950570342,0.033033033033033,0.0484581497797357,0.0203252032520325,0.0893854748603352,0.192982456140351,0.0949367088607595,0.0674157303370786,0.0594795539033457,0.105263157894737,0.0862068965517241,0.039039039039039,0.0452830188679245,0.06875,0.03003003003003,0.053030303030303,0.027027027027027,0.089171974522293,0.074468085106383,0.0397350993377483,0.0776699029126214,0.0357142857142857,0.0523255813953488,0.0232558139534884,0.00344234079173838,0.00221238938053097,0,0.041958041958042,0.036144578313253,0.0172413793103448,0.0136518771331058,0.032258064516129,0.0176991150442478,0.0240549828178694,0.0175438596491228,0.0192307692307692,0.0187393526405451,0.0125,0.027190332326284,0.0330578512396694,0,0.0675675675675676,0.032258064516129,0.0508905852417303,0,0.0380952380952381,0.0238473767885533,0.00449326010983525,0.013009540329575,0.0180722891566265,0.0458553791887125,0.0604229607250755,0.0403225806451613,0.0666666666666667,0.1796875,0.0898876404494382,0.0201005025125628,0.0565031982942431,0.123595505617978,0.0734299516908213,0.0607734806629834,0.0728476821192053,0.0365566037735849,0.0333333333333333,0.0294670846394984,0.0239792611795204,0.0207156308851224,0.0338983050847458,0.0469715698393078,0.0380067567567568,0.0303030303030303,0.0341880341880342,0.0178571428571429,0.036144578313253,0.0706766917293233
L1PA2_dup2969,chrX,50060144,50066175,+,6032,0.0132978723404255,0.015,0.0196078431372549,0.0220820189274448,0.0375,0.0357142857142857,0.011864406779661,0,0,0.00677200902934537,0.011142061281337,0.0707070707070707,0.0333333333333333,0.000834492350486787,0,0,0,0,0.0263157894736842,0.00680272108843537,0,0.0310077519379845,0,0.0151515151515152,0.0196078431372549,0,0,0.0102040816326531,0.00185873605947955,0,0,0.0116618075801749,0.0144092219020173,0.06,0.0238095238095238,0.0237580993520518,0.0148514851485149,0.0079155672823219,0.0175438596491228,0.00114155251141553,0.00632911392405063,0,0,0.0139372822299652,0.0199430199430199,0,0.00649350649350649,0.0160427807486631,0.0339506172839506,0,0.00404858299595142,0.0714285714285714,0.00528169014084507,0.0158520475561427,0.00524475524475524,0.0179282868525896,0.00321543408360129,0,0.0122699386503067,0.0171821305841924,0.00512820512820513,0,0.0103626943005181,0,0.00645161290322581,0,0,0,0.00760456273764259,0.00600600600600601,0,0,0.0223463687150838,0.0175438596491228,0.0569620253164557,0.0112359550561798,0.00743494423791822,0.0131578947368421,0.0172413793103448,0.00900900900900901,0.0113207547169811,0,0.003003003003003,0.00757575757575758,0.027027027027027,0.0509554140127389,0.0212765957446809,0,0,0.0178571428571429,0.0174418604651163,0.0232558139534884,0.00172117039586919,0.00221238938053097,0.0307692307692308,0.0769230769230769,0.036144578313253,0.0431034482758621,0.0477815699658703,0.0752688172043011,0.0530973451327434,0.0309278350515464,0.0127591706539075,0.0128205128205128,0.030664395229983,0.0125,0.0392749244712991,0.0413223140495868,0,0.0135135135135135,0.0414746543778802,0.00508905852417303,0.0178571428571429,0,0.00238473767885533,0.000499251123315027,0.00173460537727667,0.00602409638554217,0.00352733686067019,0.00906344410876133,0,0.0181818181818182,0.015625,0.00702247191011236,0,0.011727078891258,0,0.00676328502415459,0.00552486187845304,0.00662251655629139,0.00589622641509434,0.0037037037037037,0.00250783699059561,0.00324044069993519,0.00376647834274953,0.00376647834274953,0.0185414091470952,0.00337837837837838,0,0,0,0.00803212851405622,0.00601503759398496
L1PA2_dup2988,chrX,57629389,57635409,+,6021,0.406914893617021,0.095,0.401960784313726,0.214511041009464,0.10625,0.214285714285714,0.0305084745762712,0.0668103448275862,0.241379310344828,0.0383747178329571,0.0417827298050139,0.313131313131313,0,0.00333796940194715,0,0,0.204301075268817,0.0813953488372093,0.0197368421052632,0.180272108843537,0.267241379310345,0.391472868217054,0.151724137931034,0,0.117647058823529,0.0453514739229025,0.211920529801325,0.0816326530612245,0.0315985130111524,0,0,0.0524781341107872,0.129682997118156,0.34,0.130952380952381,0.08207343412527,0.163366336633663,0.029023746701847,0.0350877192982456,0,0.0738396624472574,0.0266666666666667,0.0727272727272727,0,0.142450142450142,0.376811594202899,0.00649350649350649,0.112299465240642,0.0648148148148148,0.184466019417476,0.0607287449392713,2.33928571428571,0.00528169014084507,0.023778071334214,0.13986013986014,0.0537848605577689,0.00321543408360129,0,0.00613496932515337,0.0206185567010309,0.0282051282051282,0.0454545454545455,0.22279792746114,0.222222222222222,0,0.00925925925925926,0.875,0.681818181818182,0.224334600760456,0.510510510510511,0.60352422907489,0.142276422764228,0.139664804469274,0.166666666666667,0.221518987341772,0.359550561797753,0.171003717472119,0.368421052631579,0.0172413793103448,0.036036036036036,0.030188679245283,0.18125,0.102102102102102,0.00757575757575758,0.459459459459459,0.261146496815287,0.101063829787234,0.0662251655629139,0.029126213592233,0.410714285714286,0.0581395348837209,0,0,0.00442477876106195,0,0.00699300699300699,0,0,0,0.145161290322581,0,0,0.00159489633173844,0.00320512820512821,0.0136286201022147,0,0.0120845921450151,0.00826446280991736,0,0,0.0184331797235023,0.0966921119592875,0,0.185714285714286,0.0095389507154213,0.000499251123315027,0.0823937554206418,0.174698795180723,0.132275132275132,0,0.032258064516129,0.00606060606060606,0.015625,0.0435393258426966,0.0251256281407035,0.011727078891258,0.185393258426966,0.0135265700483092,0,0.112582781456954,0.0153301886792453,0,0.0445141065830721,0.00259235255994815,0.00188323917137476,0.0357815442561205,0.0210135970333745,0.00675675675675676,0,0.222222222222222,0,0.0522088353413655,0.0451127819548872
L1PA2_dup3003,chrX,64296583,64302591,-,6009,0.0159574468085106,0.05,0.0392156862745098,0.0252365930599369,0.08125,0.0892857142857143,0.00338983050847458,0.00431034482758621,0,0.00225733634311512,0.0362116991643454,0.0505050505050505,0,0.00250347705146036,0.0178571428571429,0,0.010752688172043,0,0.0657894736842105,0.0510204081632653,0.0344827586206897,0.0658914728682171,0.0137931034482759,0,0.0196078431372549,0.0090702947845805,0.0132450331125828,0.0204081632653061,0,0.0298507462686567,0.0309278350515464,0.0087463556851312,0.0144092219020173,0.05,0.0119047619047619,0.00215982721382289,0,0,0,0,0,0,0,0,0.0170940170940171,0,0.012987012987013,0,0,0.00970873786407767,0,0.0357142857142857,0.00176056338028169,0.00396301188903567,0,0.00199203187250996,0,0,0,0.00687285223367698,0.00256410256410256,0.00757575757575758,0,0,0,0,0,0.0113636363636364,0,0.015015015015015,0.0220264317180617,0.0040650406504065,0.0111731843575419,0.0087719298245614,0.0253164556962025,0.0449438202247191,0.00371747211895911,0,0,0.00900900900900901,0,0.003125,0.015015015015015,0,0.00900900900900901,0,0.0159574468085106,0.00662251655629139,0,0,0.0232558139534884,0,0,0.00221238938053097,0,0,0,0.00862068965517241,0.0102389078498294,0.0161290322580645,0,0.00343642611683849,0,0.00641025641025641,0.00170357751277683,0,0,0.00413223140495868,0,0,0,0.00636132315521628,0,0,0.000794912559618442,0.000499251123315027,0.00520381613183001,0.00602409638554217,0.0105820105820106,0.00302114803625378,0,0.00606060606060606,0,0.00561797752808989,0.0100502512562814,0.00533049040511727,0.00561797752808989,0.00579710144927536,0,0.00662251655629139,0.00117924528301887,0,0.00188087774294671,0.00259235255994815,0.00188323917137476,0.00659133709981168,0.00618046971569839,0.000844594594594595,0.00303030303030303,0,0,0.0160642570281124,0
L1PA2_dup3042,chrX,74788953,74795000,-,6048,0.146276595744681,0.13,0.343137254901961,0.26813880126183,0.14375,0.125,0.0491525423728814,0.0474137931034483,0.0689655172413793,0.054176072234763,0.0668523676880223,0.121212121212121,0.166666666666667,0.0102920723226704,0,0.0317460317460317,0.0537634408602151,0.0116279069767442,0.0855263157894737,0.0986394557823129,0.129310344827586,0.267441860465116,0.0758620689655172,0.106060606060606,0.0686274509803922,0.0839002267573696,0.0927152317880795,0.0510204081632653,0.033457249070632,0,0.0618556701030928,0.0524781341107872,0.0489913544668588,0.2,0.154761904761905,0.00863930885529158,0.0099009900990099,0.00263852242744063,0,0,0.00210970464135021,0.00666666666666667,0.0181818181818182,0,0.0256410256410256,0.0144927536231884,0.0454545454545455,0.0213903743315508,0.0401234567901235,0.00970873786407767,0,0.0357142857142857,0.0193661971830986,0.0211360634081902,0.0034965034965035,0.0159362549800797,0,0.00588235294117647,0,0.0240549828178694,0.0102564102564103,0.0151515151515152,0.0207253886010363,0.0065359477124183,0,0,0.0113636363636364,0.0227272727272727,0.0114068441064639,0.015015015015015,0.00881057268722467,0.016260162601626,0.0949720670391061,0.0263157894736842,0.0379746835443038,0.0224719101123595,0.0185873605947955,0.0131578947368421,0.0172413793103448,0.00600600600600601,0.0226415094339623,0.01875,0.012012012012012,0.00757575757575758,0.027027027027027,0.0318471337579618,0.0478723404255319,0.00993377483443709,0,0.0178571428571429,0.0406976744186047,0,0,0,0,0.00699300699300699,0.0240963855421687,0,0,0.00537634408602151,0,0.00343642611683849,0.00318979266347687,0.00961538461538462,0.00170357751277683,0.00625,0.0151057401812689,0.00413223140495868,0,0.0135135135135135,0.00460829493087558,0,0,0,0.000794912559618442,0,0,0,0,0,0,0,0.0078125,0.00140449438202247,0,0,0,0.000966183574879227,0,0.00662251655629139,0,0,0,0,0,0,0,0,0,0,0,0,0.00300751879699248
L1PA2_dup307,chr1,223395535,223401557,-,6023,0.00797872340425532,0,0.00980392156862745,0,0.00625,0,0.0101694915254237,0.0150862068965517,0.0517241379310345,0,0,0,0,0,0,0,0,0,0.00657894736842105,0.00680272108843537,0.0431034482758621,0,0.00689655172413793,0,0,0.0226757369614512,0,0,0.00185873605947955,0,0.0206185567010309,0,0.00864553314121038,0.01,0.0238095238095238,0.00215982721382289,0.0148514851485149,0.00263852242744063,0,0,0.00210970464135021,0.00666666666666667,0.00727272727272727,0,0,0,0,0,0.00617283950617284,0.00970873786407767,0,0,0.00352112676056338,0.00924702774108322,0.00174825174825175,0,0,0,0,0,0,0,0,0,0,0.00925925925925926,0,0,0,0,0.013215859030837,0,0,0,0,0,0.0148698884758364,0,0,0,0.0188679245283019,0,0.003003003003003,0,0,0,0,0.0033112582781457,0,0,0.00581395348837209,0,0,0.0132743362831858,0,0,0,0,0,0,0,0,0,0.00320512820512821,0,0,0,0,0,0,0,0.00254452926208651,0,0.00238095238095238,0,0,0.000867302688638335,0,0.0017636684303351,0,0,0,0,0,0,0,0,0,0.00552486187845304,0,0,0,0.00125391849529781,0,0,0,0,0.000844594594594595,0,0,0,0,0.00150375939849624
L1PA2_dup3118,chrX,98687495,98693514,-,6020,0.00265957446808511,0.005,0.0294117647058824,0.00315457413249211,0,0,0.00338983050847458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00263852242744063,0,0,0.00210970464135021,0,0.00363636363636364,0,0,0,0,0,0,0,0,0,0,0,0.00174825174825175,0.00597609561752988,0,0,0.00613496932515337,0,0,0.00757575757575758,0,0,0,0,0,0,0,0,0,0,0.00558659217877095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127226463104326,0.0178571428571429,0.00238095238095238,0,0,0,0,0.0017636684303351,0,0,0,0,0,0,0.00106609808102345,0,0.000966183574879227,0,0.00662251655629139,0,0,0,0,0,0.000941619585687382,0.00123609394313968,0,0,0,0,0,0
L1PA2_dup3136,chrX,103891507,103897537,-,6031,0.13031914893617,0.265,0.411764705882353,0.44794952681388,0.2,0.232142857142857,0.0525423728813559,0.00862068965517241,0,0.0474040632054176,0.0501392757660167,0.292929292929293,0.0166666666666667,0.0108484005563282,0.0892857142857143,0.0158730158730159,0.0645161290322581,0.0348837209302326,0.0657894736842105,0.119047619047619,0.189655172413793,0.36046511627907,0.172413793103448,0.136363636363636,0.0833333333333333,0.00453514739229025,0.105960264900662,0.0408163265306122,0.050185873605948,0.0149253731343284,0.0824742268041237,0.032069970845481,0.0605187319884726,0.17,0.238095238095238,0.00647948164146868,0.0247524752475248,0.0105540897097625,0.0350877192982456,0,0.0168776371308017,0.0133333333333333,0.0218181818181818,0.0104529616724739,0.0484330484330484,0.0579710144927536,0.025974025974026,0.0320855614973262,0.0401234567901235,0.029126213592233,0.00404858299595142,0.0178571428571429,0.00704225352112676,0.00264200792602378,0.0192307692307692,0.0119521912350598,0.0128617363344051,0,0.0122699386503067,0.0206185567010309,0.00512820512820513,0.0151515151515152,0.0207253886010363,0.0196078431372549,0.0709677419354839,0.0277777777777778,0.0625,0.102272727272727,0.0494296577946768,0.00600600600600601,0.066079295154185,0.0487804878048781,0.100558659217877,0.149122807017544,0.164556962025316,0.101123595505618,0.0631970260223048,0.0131578947368421,0.0431034482758621,0.0690690690690691,0.0150943396226415,0.053125,0.027027027027027,0.0303030303030303,0.0540540540540541,0.0382165605095541,0.0797872340425532,0.0529801324503311,0.029126213592233,0,0.0581395348837209,0,0,0.00221238938053097,0,0.00699300699300699,0,0,0,0.021505376344086,0,0,0.00159489633173844,0.0128205128205128,0.00170357751277683,0,0.00302114803625378,0,0,0,0.00460829493087558,0.00381679389312977,0,0.00714285714285714,0.00317965023847377,0.000998502246630055,0.000867302688638335,0,0.00529100529100529,0.00302114803625378,0,0.00303030303030303,0.0078125,0.00140449438202247,0,0.00319829424307036,0.0112359550561798,0.0173913043478261,0,0,0.00117924528301887,0,0.00313479623824451,0.00259235255994815,0.00188323917137476,0.00376647834274953,0.0135970333745365,0,0,0,0,0.00803212851405622,0.00601503759398496
L1PA2_dup3160,chrX,107364337,107370349,+,6013,0.00265957446808511,0,0.00980392156862745,0.00315457413249211,0.0125,0,0.00508474576271186,0.00431034482758621,0,0.00225733634311512,0.00278551532033426,0.0202020202020202,0,0.000556328233657858,0,0.0158730158730159,0.032258064516129,0,0,0.00680272108843537,0,0.0193798449612403,0.00689655172413793,0,0,0.0090702947845805,0,0,0.00185873605947955,0.0149253731343284,0,0.00583090379008746,0.00288184438040346,0,0.0119047619047619,0.0107991360691145,0,0.0079155672823219,0,0,0,0,0.00363636363636364,0,0.0056980056980057,0,0,0,0,0,0,0,0,0.00396301188903567,0.0034965034965035,0.00199203187250996,0.00321543408360129,0,0.00613496932515337,0,0.00256410256410256,0.0151515151515152,0.00518134715025907,0.0130718954248366,0,0,0,0,0,0.003003003003003,0.013215859030837,0,0,0,0.00632911392405063,0,0,0,0,0.015015015015015,0,0,0,0.00757575757575758,0.00900900900900901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00641025641025641,0.00340715502555366,0,0,0,0,0,0,0.00254452926208651,0,0,0,0,0,0,0.00352733686067019,0,0,0,0.015625,0,0,0,0,0.00386473429951691,0.00552486187845304,0,0.00117924528301887,0,0.000626959247648903,0,0,0.00282485875706215,0.00123609394313968,0,0,0,0,0.00401606425702811,0.00300751879699248
L1PA2_dup326,chr2,149945266,149951292,+,6027,0.0319148936170213,0.01,0,0.0220820189274448,0.01875,0,0.00169491525423729,0.0021551724137931,0.0172413793103448,0,0.00835654596100279,0.0202020202020202,0,0.000278164116828929,0,0,0,0.0116279069767442,0.0197368421052632,0.0136054421768707,0.0172413793103448,0.0775193798449612,0.00689655172413793,0,0.00490196078431373,0.00680272108843537,0.0198675496688742,0.0204081632653061,0.00929368029739777,0,0.0721649484536082,0.00291545189504373,0.0115273775216138,0.04,0.0119047619047619,0.0107991360691145,0.0148514851485149,0.00263852242744063,0,0,0.00632911392405063,0.0133333333333333,0.00727272727272727,0,0.0170940170940171,0.0144927536231884,0,0,0.0277777777777778,0.0194174757281553,0.00404858299595142,0.0714285714285714,0.00704225352112676,0.00792602377807133,0.0472027972027972,0.0239043824701195,0.00321543408360129,0.00588235294117647,0.00613496932515337,0.00343642611683849,0.0153846153846154,0.0984848484848485,0.0155440414507772,0,0,0,0.0113636363636364,0.0227272727272727,0.0114068441064639,0.003003003003003,0.00881057268722467,0.016260162601626,0.00558659217877095,0.0087719298245614,0.0189873417721519,0.0112359550561798,0.00743494423791822,0.0263157894736842,0.00862068965517241,0.012012012012012,0.00377358490566038,0.009375,0.021021021021021,0,0.018018018018018,0,0.0106382978723404,0.0198675496688742,0.00970873786407767,0,0.00581395348837209,0,0,0,0,0.00699300699300699,0,0,0,0,0,0,0,0,0.00340715502555366,0,0,0,0,0.027027027027027,0,0.00508905852417303,0,0.00476190476190476,0.0182829888712242,0,0.00346921075455334,0,0.00881834215167548,0,0.032258064516129,0.00606060606060606,0.078125,0.0098314606741573,0,0.0202558635394456,0.0112359550561798,0.0164251207729469,0.0662983425414365,0.0463576158940397,0.00825471698113208,0,0.0144200626959248,0.00518470511989631,0.00188323917137476,0.0103578154425612,0.0123609394313968,0,0,0,0,0.0240963855421687,0.0150375939849624
L1PA2_dup3283,chrX,152235998,152242028,-,6031,0.074468085106383,0.065,0.147058823529412,0.198738170347003,0.04375,0.0714285714285714,0.0135593220338983,0.0107758620689655,0.0172413793103448,0.0135440180586907,0.0445682451253482,0.141414141414141,0.0166666666666667,0.00139082058414465,0.0535714285714286,0,0,0,0,0.0306122448979592,0.0948275862068965,0.0155038759689922,0.0620689655172414,0.0151515151515152,0.0147058823529412,0.00680272108843537,0.0132450331125828,0.0306122448979592,0.00929368029739777,0,0.0103092783505155,0.0145772594752187,0.00288184438040346,0.02,0.0119047619047619,0.00215982721382289,0,0.0158311345646438,0,0,0,0,0.00727272727272727,0,0.0113960113960114,0,0,0,0.0154320987654321,0,0,0.0178571428571429,0.00352112676056338,0.00132100396301189,0.0104895104895105,0.00398406374501992,0,0,0,0,0.00256410256410256,0,0.00518134715025907,0,0.0129032258064516,0,0,0.0113636363636364,0,0.003003003003003,0.00881057268722467,0.0040650406504065,0.0223463687150838,0.0175438596491228,0.0506329113924051,0,0.0148698884758364,0.0263157894736842,0.0172413793103448,0.00900900900900901,0.0188679245283019,0.00625,0.015015015015015,0,0.00900900900900901,0.00636942675159236,0.0319148936170213,0.00993377483443709,0.00970873786407767,0,0.0232558139534884,0,0,0,0,0,0,0,0.00341296928327645,0,0,0.00687285223367698,0,0,0.00170357751277683,0.00625,0,0,0,0,0.00460829493087558,0,0,0,0,0.000499251123315027,0,0,0,0,0,0,0.0078125,0.00561797752808989,0,0.00106609808102345,0,0.00483091787439614,0,0,0.00235849056603774,0,0.000626959247648903,0.000648088139987038,0.00188323917137476,0.00376647834274953,0,0.00168918918918919,0,0,0,0,0.00150375939849624
